epoch,ood_ll_var_0.3,temperature,posterior_type,seed,n_train,frequency
999,-16301.326420102809,1,sbvi,0,256,0.25
1999,-62.307880572793344,1,sbvi,0,256,0.25
2999,-41.581928907135286,1,sbvi,0,256,0.25
3999,-60.45821437855692,1,sbvi,0,256,0.25
4999,-87.38882386827665,1,sbvi,0,256,0.25
5999,-113.42440839954041,1,sbvi,0,256,0.25
6999,-36.67716237624346,1,sbvi,0,256,0.25
7999,-74.60491907508957,1,sbvi,0,256,0.25
8999,-46.80364958375235,1,sbvi,0,256,0.25
9999,-50.391144777531814,1,sbvi,0,256,0.25
10999,-36.730430667871204,1,sbvi,0,256,0.25
11999,-59.70898205768442,1,sbvi,0,256,0.25
12999,-55.85521165171516,1,sbvi,0,256,0.25
13999,-53.587227709344454,1,sbvi,0,256,0.25
14999,-71.54419262541664,1,sbvi,0,256,0.25
15999,-30.018344109373956,1,sbvi,0,256,0.25
16999,-64.35764384149613,1,sbvi,0,256,0.25
17999,-54.207412051958975,1,sbvi,0,256,0.25
